news_negative_pct,keyword_score,weather_risk,port_delay_index,supplier_concentration,hist_delay,risk_score
19.154821474985493,0,5,14.348065303006916,0.4362272474063449,0.0,3.2425467623373354
13.621687409388572,10,0,1.1002244489953235,0.7830287907402773,30.380773314546083,12.653674277687994
21.934496033849946,0,0,15.33899034856173,0.9195974134685331,13.548245457033762,19.207570625204802
29.55381357999064,5,5,12.339224245715767,0.6913725043383343,0.0,10.820721133134569
48.83267327373362,5,0,5.87111032051056,0.032069098889817016,4.218916515971063,29.256309120179687
40.99360049355183,30,20,7.536200670417688,0.7958114728041727,0.0,17.674874699119947
5.41052460684031,15,0,20.665078042580404,0.7457012410925465,14.363256955349321,11.459686758093227
21.73526012798458,10,0,21.773242252322444,0.35266450624725865,0.0,18.275658093863633
14.179698261634362,25,10,6.984326744132097,0.7401882478971626,19.82956063562727,15.018555530437961
2.3303830612458407,15,0,20.917223833202176,0.3174255550834878,25.8491781841814,13.023084959881064
20.657181044475017,30,0,9.365115058917322,0.33490135181776093,14.130702729293066,23.46987232812315
22.266088672412696,10,0,14.987875984572867,0.34834109454754814,18.42116207831434,25.933196960869324
38.54162689559696,5,0,17.773665706795455,0.6325090613246356,13.390824557928422,18.343180423676912
9.8769549134188,5,0,2.3085599210330416,0.3272416351599774,12.709987375192,5.7434908414971595
27.525848138596555,15,0,32.59728506700955,0.7014098639596242,15.843950316194519,39.70536479725543
61.55273388766626,15,0,0.0,0.647176211057995,16.81025206680032,39.87148251302184
51.41667734723997,15,0,10.743809868937225,0.6087818356037329,4.664849980285772,18.541119281425384
28.493091253603293,20,0,0.12161720445227253,0.4747304474086518,0.7570470534019123,10.650086832463325
4.921618464695937,0,0,0.0,0.5683185276209056,35.881767415515355,12.295676995812176
27.452498121789787,0,0,9.677535871824226,0.5846104624785222,3.5077634615664337,13.427248356681606
46.48597121235895,5,0,2.311700957142749,0.10350165231144559,31.38603240763623,26.468845967522423
24.87486185305789,0,0,9.499185399475085,0.7846523638307313,19.241226824661055,16.085294610472182
35.0750878311911,5,0,5.3423459916361296,0.21768854068315469,8.63269730288218,16.618347062865627
51.231799689622385,10,0,7.790023877619024,0.05148508673812957,13.261345709938745,27.94868031559746
11.43951063669202,10,0,7.2380191023919584,0.3596646001902858,4.0075624016440905,15.843405713396603
21.727923548073612,15,5,10.547108749645083,0.39539447908291525,16.677477643458232,22.205894476870498
11.360233526701316,10,0,7.710590418675734,0.7898346008221508,12.611452758402727,5.205285581110479
2.0378246330866556,15,0,0.3650514191978136,0.799620336190569,29.298468785022695,20.592511219887037
18.465025179854628,0,20,8.62138569529162,0.38183515857830874,6.238340758767041,10.576900287012615
25.359518421249643,10,0,7.314116882654929,0.1375459247286619,14.144490369328038,11.38939538222905
69.48922976467912,15,5,6.920165569221,0.8015806107726909,12.669004226720261,42.03872034995104
62.62031459940513,10,0,11.309461919267505,0.9697902445035111,19.394138013635764,39.36478627041003
47.618918484236,20,0,13.026138583180863,0.9418517291630838,11.578792110486694,20.468630287281144
64.02354107294492,10,20,11.18909242869487,0.7006321974916309,9.379109762111481,38.491608479793385
24.3307955075786,15,0,0.0,0.4212776402055184,24.255398226123262,23.12573489700347
22.349757429278718,35,0,4.756937271237129,0.04599846492173876,6.113809551154814,7.117955383693351
26.900051541111917,25,5,14.033484935712849,0.44295952019915064,1.0912208392130207,26.66218168964187
6.472608370882258,0,0,12.52985199940347,0.5497716386709428,10.475918294453201,5.681680332154578
46.71044211499659,10,0,14.689490854947735,0.7592602698154288,32.45209359977118,22.147577361940993
14.854163979334093,0,0,2.032849843013401,0.8540617421299516,10.453014452489104,16.730685154274923
19.56567885734459,10,5,15.758353671047175,0.3564189736077479,12.563018228821223,10.144753827957697
37.58356991178544,20,0,12.045476628958792,0.7241065869232242,13.447636597167945,25.119342535145396
15.22529617102749,10,0,7.503473103145435,0.7995153691066832,9.854280259011997,22.289401914763644
28.690283609861332,15,0,6.328075114870144,0.17781972637955523,9.03034042932339,19.546805283107993
22.948987931457168,10,0,2.952639858319608,0.06849574438726791,10.484203546667317,7.0964209603388655
12.894856646274299,30,0,25.925144218422517,0.33397163726920265,11.028291792264607,29.573753386246942
40.80509505146448,10,0,13.316607421389866,0.9043437710899709,23.89723999312261,32.91190007100535
3.2411448857494687,5,0,33.05699655217954,0.7133792605786369,12.966851281434053,5.052202940877003
16.116328124510265,15,0,2.540808001392323,0.34602175292889636,13.902465993380918,19.123178054115392
35.58511827594923,10,0,7.428903218092376,0.4665718056895598,25.77637041893981,28.512257771687466
28.367770424315392,15,0,9.062395409414101,0.24212987164699318,6.756254035380555,35.70299263659735
14.268962732550728,20,0,11.345234424709506,0.15436776830877985,3.3676069672146607,30.31301223392549
15.417941441431267,10,10,8.097171882922312,0.13214947913090802,13.796586467841706,4.274830412625974
19.91391948568167,5,10,0.0,0.4490851054261661,9.924746198656036,7.843446694515695
28.638069131922588,5,0,0.0,0.914786035095909,7.204627283295488,7.442237387333071
5.7569528122443785,25,0,2.4576728935487626,0.6726956417727701,18.63073030090637,10.33266776891584
15.666955692590765,10,0,3.561550525833277,0.6757765450566132,0.0,5.988431737340317
23.571082424117673,10,0,13.093583579284962,0.5816781604752135,17.171646050098104,33.17209873238072
22.518466374577745,10,0,0.0,0.7056250361582243,22.293732073942813,11.849359385578417
5.432315794286401,5,0,10.526892115724138,0.9857480810641505,14.017824199750224,3.941493873845952
26.83478214125843,5,20,14.968461209996324,0.8996968019706857,32.14867835829191,26.312645615507822
4.664881569402276,10,0,20.123808300344194,0.8875582420196986,0.0,18.299506915194478
17.27957774212358,5,10,0.0,0.5975327107091224,4.371052036376144,4.327731956580536
21.653745223193514,30,5,2.993757973946825,0.6939079047543694,10.51458619701077,30.88296499008994
56.794642060646,10,0,18.80745942112683,0.8896923122302642,0.0,35.11419958151875
21.028345815801295,5,0,7.239636359816587,0.056425000736333164,22.78069219465924,8.745355204265657
25.792288234364847,10,0,20.274105949739255,0.6672322578352782,12.178796526091087,20.512483685827757
14.96485708480296,15,5,19.058516036928044,0.9435087095637505,32.92134282633715,17.402794068223056
2.9315074926881644,35,5,10.474098133671896,0.04927957871010302,16.383909769955835,14.053274728732067
20.77103840887394,10,0,6.0437450457279205,0.065860387292202,5.255644937134577,22.5987154564827
29.40104444064322,10,0,0.0,0.881262371726206,27.96101274765676,13.797222215452951
2.4333336468125766,10,0,17.783886742110948,0.12386327787792029,0.0,0.0
20.994881884008862,5,5,4.756636974861704,0.851820416117865,15.638309718275682,9.881511028130586
43.972492374348484,10,10,3.003434227181259,0.9877606134523447,13.587759244156938,13.910405371980923
20.669724731973325,0,0,10.268713954580395,0.2226979550700917,10.504589042597852,0.0
50.55655282220526,15,0,7.436394446871907,0.23249519087087123,10.640952928248188,37.85118568832405
12.396781791951444,0,0,17.881850305274853,0.16901280771108596,7.666369799248818,5.172214421189074
15.852450205310422,15,0,7.449786291930476,0.6043622602604458,15.428950204499717,19.425582907969392
13.349329761409331,10,5,0.0,0.603746416927103,14.600968492272635,10.810120000549242
15.996318264869133,5,0,1.987267938997153,0.37527940527584214,6.920049881276848,8.275932838397901
